ReviewID,UserID,content,time,vote
110872069,76561198974937503,its fun to play with friends,1645691814,upvote
101911572,76561198851352005,"fun
",1635624412,upvote
41789282,76561197980828688,Fun game and can be spoopy sometimes.,1525160519,upvote
107489045,76561199073760453,"you should be looking for timmy, not building a stupid gazebo.....",1641518478,upvote
129157480,76561198312975380,literally british simulator,1671872267,upvote
37485055,76561198005696798,"Great game, small download and cheap",1511599883,upvote
115793572,76561199136610767,"It's a great survival game i do recommend playing it if you like horror, survival, and base building",1653147182,upvote
72757033,76561198405059532,"Just Buy the game, its a good survival genre game, the graphic is quite realistic",1594853245,upvote
83052742,76561199027167607,"very cool game, better with friends.",1608828846,upvote
132804508,76561199056894256,"Ronaldo > Messi
Suuuiiiii",1676334702,upvote
11686695,76561198088700442,"Alright, where do I begin...

This is the greatest survival game I've ever played and bought. I suggested it to all my friends and they all bought, played and enjoyed it so much like I did. The gameplay is spot on, despite all the bugs and improvements needed, the graphics are gorgeous and the cannibals are just creepy when they sneak up to you which gives the game a great sense of horror and jumpscaring. The fauna and items you come across give the game a great feel of isolation since there are no other survivors but cannibals there.

I love this game and I plan to support the developers on making this game even greater than it already is, with all the future additions coming frequently, like more craftable items, different mutant types and more structures which I deeply look forward to experiencing.

If you haven't played this game yet but love survival, this is the game for you and you should download it asap. You shouldn't miss out on this great opportunity to play such a great game which is still in development. 
",1407923300,upvote
134846488,76561199122109393,Go od Ga me,1679095044,upvote
109449112,76561198892904946,This is what you do when you get stuck on an island XD so play this game!,1643953604,upvote
47924233,76561198089332801,"I was enjoing the game with my 2 other friends we just went into a cave and on our way out, we were carying more loot than an average viking the game crashed, guess it could not load fast enough and kicked us, it did not kick everyone at once, the exit for the cave was were it kicked my friend and as the child i am i laughed at him unknowing that once i reach that exit i too will get kicked, so now i write this review to warn people that if they plan on investing time in the game the should build a bead every 3foor or so if they do not want to lose their loot, because all my loot from the cave was gone.

As for the free game, was a gift from one of the friends i mentioned above",1546087186,downvote
44434993,76561198052532259,"play with a friend
great story",1535505126,upvote
186337188,76561198333376916,family cannibalism,1737768961,upvote
184433487,76561198175287266,very fun with friends,1735741774,upvote
130243996,76561199328274501,fun. better with friends.,1672980959,upvote
27825877,76561198062035833,Awesome survival game <3,1480252313,upvote
92988283,76561198153956655,mesen,1622549175,upvote
83773769,76561198850179563,good game :),1609549431,upvote
38643506,76561198057452485,"Plane goes down on an island inhabited by canible humans and mutated monsters, build a base, kill bunnys and eat there flesh, wear there skins to keep you safe, chop up canibles and beat one with anothers severed leg, you litraly beat up a fool with another fool, bloody epic game",1514170697,upvote
116035550,76561199251562099,kuul,1653567876,upvote
109499444,76561198979288261,good game,1644002842,upvote
144991422,76561199345237039,This game dog water but i still play it.,1692974312,downvote
182009346,76561199560685825,"Cannibal screams are scary AF , in the pitch black using a tiny lighter that goes out every now and again..... Really enjoy the crafting and base building aspect of the game only 4 hours in and enjoying every minute.",1733459874,upvote
83706459,76561199121502671,.,1609481453,upvote
25452755,76561198319480160,ok the more you messed with it the more i begun to hate it. it ran worse on my pc and i have a pretty good pc and the more the updates the worse the game got for me i would love my money back becuz of i dont play it no more and its just not good anymore im displeased.... and for that plz refund my money its not worth what there asking and for it not to work anymore for me.,1473550062,downvote
72968107,76561199070582135,I liked the game play the story and other features of the game.,1595191443,upvote
133217164,76561198004435259,"10/10 survival game, waiting for Sons of the Forest!",1676869600,upvote
22572852,76561197981744495,"Was unable to effectively set controls for movement. Assigning mouse buttons for movement is impossible, making this game unplayable for me. Not recommended for non-WASD players.",1461351607,downvote
115424316,76561199155332479,ew,1652508053,upvote
67540984,76561198106851597,Murdered my best friend by accident. 10/10,1587190855,upvote
139718331,76561197979481459,tree,1686196200,upvote
14034087,76561198090599096,"While the game is still in early Alpha, the game is absolutly wonderful. great visuals and a challenging fight against the natives. I recommend this game to anyone who likes survival games. :)",1421516353,upvote
101936755,76561199093704932,good,1635656520,upvote
10323324,76561198032975226,"Very buggy, I couldn't even get it to start on the first try. I reccommend buying this game NOW, because the way toward better games is to make it easier for independent games developers to make top quality games, therefore forcing the hand of conglomerated develpoers to create the best games they can (to keep up with independent dev's), rather than making games that will be better at making them money (what they are doing now.)",1401714720,upvote
53119087,76561198170503355,naked cannibals isnt really my type,1562063221,upvote
73166976,76561198034333276,"Pros: Fun survival, fun solo, fun multiplayer/co-op, lots of building flexibility

Cons: Lots of bugs (most are non-game breaking), certain items are not useful, movement is clunky

The Forest is one of the few ""survival"" games that does not rely on the ""multiplayer"" aspect to create fun for the player.
It originated as a single player game and later evolved into multiplayer. Therefore, there's some direction and story and plenty of stuff to do even playing by yourself.

Though it is fun, this is not a perfect game. This game suffers from many glitches. I can say that it is comparable to a game like Skyrim, with its odd glitches.
The number one problem I have with the forest is its clipping. By this, I refer to what is considered in each game model's ""physical"" outline, Cannibals often glitch through solid structures, birds don't die with multiple arrows shot into them, and structures break because some small object glitched into it and caused substantial damage.

Player movement is very clunky. You feel sluggish in everything you do, regardless if you are moving fast. I think this has something to do with the animation of the player.

Item or weapon progression in this game is odd.
There are areas locked from you due to limitation in items. However, after unlocking said area by getting what you need, you find items that are ""outdated"" or non-useable because you have something better already. It's one thing to have gotten a better item because you just explored differently. Forest isn't a game with just a slew of random items, everything can be used or made into something. So items, that come later, with no real purpose is confusing.",1595519388,upvote
49196734,76561198152106534,"Pretty fun game, alone is pretty meh but like a lot of survival games if you have a group of friends to play with you it gets pretty fun.",1550956929,upvote
76412619,76561198008559233,Really fun with friends or solo. Great atmosphere and mechanics!,1600837402,upvote
105580986,76561198407997106,"epic ness 
awesome ness
spook?!?!?!
yes.",1639152257,upvote
113258953,76561198976347837,game jembod,1648962764,downvote
123733370,76561198068464575,gud gam,1665594855,upvote
135638310,76561199161430518,"This is the #2 best survival game EVER
nostalgic
funny
scary
and... ITS THE FOREESTTTT",1680042268,upvote
183391338,76561199489085299,"men eat another men
men happy",1734880968,upvote
185572892,76561199547311719,SO FUN GAME,1736857453,upvote
103943209,76561198360666921,Best game to play with friends,1637874010,upvote
32468029,76561198058016073,"A very good game! I recommend you play with friends, it's much funnier than playing alone. 
-Good graphics
-Interesting mechanics
-enjoyable atmosphere",1497602434,upvote
73081702,76561198857663232,"yes
",1595368498,upvote
140746975,76561199012567485,"fun (with friends)
",1687803569,upvote
115420025,76561198801888389,naked men ran at me and I stabbed them to death 10/10,1652499872,upvote
29616784,76561197995001220,I was in this game from the beginning and im really proud of the outcome :D,1485906072,upvote
52432846,76561198141024725,One of the best coop experience ever. Highly recommend playing with a friend.,1561901421,upvote
90247154,76561199122234798,fun,1618325894,upvote
132251121,76561199157375162,agua best game,1675595466,upvote
150071775,76561199126090629,amazin,1699896084,upvote
105447496,76561199166279764,???,1638941534,upvote
126556402,76561199064738070,"每?每米每≡每﹢每a, 每㊣每米每≡每﹢每a, 每﹉每﹢每㊣每a〞谷每ㄓ每﹊每a〞?〞豕 每﹉每﹢ 1 每ㄓ每米每次〞? 每﹊  4 每ㄓ每次〞豕 每ㄓ每?每o每?每羽 每≒每?每﹉每≒〞?每﹢〞a每﹢每a〞?〞豕",1669278431,upvote
94452418,76561198240011768,"pogu gamey game with friends
",1624741932,upvote
87245583,76561197993515393,"I actually wanted to make this review negative after playing for quite some time, but I changed my mind after finishing it.

I didn't really have too great of a time mostly. Scary cannibals stop being scary pretty fast and then they are just a nuisance. Game is heavily exploration focused, which I like a lot in games, but visiting each and every cave wasn't bringing me any sense of fulfillment, I was just going around identical looking places, going in circles, sometimes finding something useful and then going out in an undisclosed place. Due to you being actually required to explore the caves to progress, investing time in creating actual working base seemed to be completely pointless and most of the time temporary shelter was just enough. But I had enough fun with my friends playing coop to continue and finally we've reached the only redeeming quality I can talk about in this game, which is the very last section of the game, which was really, really good and climatic. The endings are also a whole different story, especially with one of the endings not actually ending the game, thus not unlocking creative mode - it just progresses like nothing happened.

The last section was good enough for me giving a thumbs up on this game, though. For this part only I recommend visiting The Forest.",1614021089,upvote
77416622,76561198415238614,Very intense gameplay! Certainly recommended to play with friends!,1602449503,upvote
86990766,76561198033686448,"Lots of de-foresting, lots of building, lots of cannibalism. its lack of a guiding though 9/10",1613695599,upvote
30007096,76561198350960151,"Good game, I love it",1487419770,upvote
114154661,76561198018860202,Fantastic survival and exploration game.,1650419926,upvote
131312461,76561198063200438,"chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree,chop tree, find kid",1674358943,upvote
47907594,76561198136033327,good.,1546033789,upvote
168220242,76561199059444112,If I had a nickel for every time my son was taken from me I???d have 2 nickels. fuck you brenda you dick sucking cheating whore. Great game though,1719369187,upvote
97502814,76561198161420125,Very ok,1628881468,upvote
83745110,76561198432917912,"It's amazing! I love the building mechanics especially, it makes it very fun for me.",1609522702,upvote
94970258,76561198241566932,Incredible game,1625329545,upvote
55477361,76561198377548427,Very Nice,1570361777,upvote
97204739,76561198165480804,Fun with friends,1628471717,upvote
78103864,76561198308569943,I am a wussy. I bought this game before any of my friends because i had watched a youtuber play it but until a friend bought it and joined me i realized i couldnt play this game alone. This is a good online multiplayer game to play with a friend/s but I stayed up contemplating the situation this game put me in and i was sad.,1603587772,upvote
183464712,76561199115306235,best survival game ever recommend for anyone,1734948983,upvote
47937844,76561198272164236,Nice game!!!,1546120046,upvote
170078624,76561198383803231,forest people kill,1721217667,upvote
102600321,76561198968643925,very poggers :),1636651508,upvote
41878527,76561198113699776,I love the game i had it since the first few patches and stuck around kinda left before the map got better but when i came back i love it and hope they come out with more games,1525573319,upvote
60518458,76561198427046314,Very nice game,1577277638,upvote
21695350,76561198151980696,"Plane crashes with me and my son.

Cannibal takes my son.

Wake up 666 hours later. 

Look around the plane and collect items.

Found 6 booze bottles.

I say to myself ""No wonder the plane crashed"".

Cannibal kills me later for teabagging a dead enemy.

10/10 For realism",1457394915,upvote
80499297,76561198273736530,This is one of the best survival games.,1606439543,upvote
130367964,76561198383328985,good game,1673114848,upvote
126990406,76561198958200294,i poop self bats to scare,1669458137,downvote
146654016,76561199227835173,"The Forest"" is a spine-chilling yet exhilarating survival horror game that plunges players into a world of mystery, danger, and unyielding determination to survive. Developed and published by Endnight Games, this title combines the elements of survival and horror seamlessly, providing a gameplay experience that will keep you on the edge of your seat.

Graphics and Atmosphere (4.5/5):
The visual aspect of ""The Forest"" is nothing short of breathtaking. The graphics are highly detailed, immersing players in a dense, eerie forest teeming with life and danger. The atmospheric lighting and weather effects contribute to the game's overall sense of dread and suspense.

Gameplay and Mechanics (4/5):
The gameplay is where ""The Forest"" truly shines. Stranded on a mysterious island, players must scavenge for resources, build shelters, and craft weapons to survive the lurking threats. The crafting system is intuitive, allowing for creativity and adaptation to the perilous environment. However, some mechanics can feel slightly clunky at times, impacting the overall flow of the experience.

Storyline and Immersion (4/5):
The game offers a compelling and mysterious narrative as players uncover the island's dark secrets. The immersive storytelling pulls you deeper into the game world, encouraging exploration and discovery. However, the story could benefit from more depth and development to further captivate players.

Horror and Suspense (5/5):
""The Forest"" masterfully delivers a spine-tingling horror experience. From the unnerving sounds of the forest to the grotesque and terrifying creatures that lurk in the shadows, this game will keep you constantly on guard. The suspenseful moments and unexpected encounters make for an adrenaline-pumping adventure.

Replay Value (4/5):
With its procedural world generation and various difficulty levels, ""The Forest"" offers high replayability. Players can challenge themselves by playing again and exploring different strategies, crafting techniques, and story choices.

Overall (4.3/5):
""The Forest"" is a must-play for survival horror enthusiasts. Its ability to evoke fear while keeping players engaged in a challenging survival experience is commendable. Despite minor gameplay issues, the overall thrill and excitement make this game a compelling choice for those seeking an adrenaline-fueled adventure in the heart of a dark and mysterious forest.",1695224294,upvote
60404184,76561198320703784,yes,1577124454,upvote
82391840,76561198004468758,"The survival mechanics are overly simplistic and extremely easy to mitigate, the building is borderline meaningless, crafting is mediocre at best but ruined by exceptionally low resource limiters, the AI and combat mechanics are horrendous. On top of all that, the story is borderline impossible to follow or even find as any progression is next to impossible to locate. 

Most games of the genre are able to stand on at least one thing. Usually they aren't amazing, but they will have amazing building, or survival, or a well crafted story... This game fails at absolutely every aspect.",1607990780,downvote
125066057,76561199247783567,"this game is absolutely incredible this zesty community is thriving at the moment i hope we can all come together and learn to love this game 
best regards
saltychip",1667763355,upvote
129590459,76561199017632064,kill kim jong un as a cannibal in this epic game,1672307138,upvote
129598844,76561198818481505,Yes,1672316272,upvote
41528094,76561198036124867,"I love survival horror games; they're probably my favorite genre. With the best of these types of games you get the story, the mystery, the tension, the adventure, the free will, the creative imagination all bundled into one. They make for a constantly interesting and changing environment that can be played over and over. 

The Forest is the best of these, in my opinion; it has all the components of what such games should strive for. Added to all those elements is the difficulty of making the game in a first-person perspective. There are many, many action/horror/survival games out there that are isometric, and I just can't get into them because . . . well, I'm NOT in them--I'm only watching them happen from above. I understand they're easier to make, but the extra effort for fps is well worth it in my opinion.

I've been playing 7 Days to Die recently and it's another fine effort in this genre, but it lacks a story to drive one to survive--though that's an element the team says they're working on. The Forest, on the other hand, has a compelling mystery to solve that is built so perfectly into the experience that one must learn to survive in order to solve it. It's masterful. 

Play it, live it, enjoy it!",1523907461,upvote
134161570,76561199051009330,The first thing I did was eat the cannibals back to show my superiority.,1678069361,upvote
112372119,76561198212487512,"Playing this in vr made me shit myself, still fun tho",1647548980,upvote
79198907,76561198804259213,this game made me shit myself so hard that i had to go to hospital,1605275910,upvote
50645410,76561198006063283,This game is hilariously broken to the point of enjoyment with a joke of a story that's sure to entertain you and your friends as all of you try to wrestle custody of your missing son. Remember that the best source of food is cannibals.,1557858874,upvote
120099090,76561198202353447,killed by flesh blob and terrifyimg creatures,1659695137,upvote
105293610,76561198296271062,"The strong survives, the weak gets trampled. That is the law of the jungle. Bring your friends and shit your pants.",1638713258,upvote
130055293,76561199134679701,"good fodda
",1672778176,upvote
73899643,76561198267720906,"Very fun, ive spent hours playing with friends.
Graphics: 8/10 really good <3
Story: 5/10 it was fun but i never liked hour it came out. though i cant do much better
Controls: 7/10 Minor input lag but that might be on my end
Replayability: 9/10 ive spent 88 hours playing multiple saves
",1596781613,upvote
60154216,76561198136571112,cannibbals,1576819443,upvote
119171948,76561199048079414,this game makes me physically ill and also it gets boring real fast.,1658368196,downvote
